month,mean_shoreline_change,ecan_storm_hours,ecan_max_Hs,ecan_mean_Hs,ecan_mean_dir,model_storm_hours,model_max_Hs,model_mean_Hs,model_mean_dir,erosion_month
2003-10-01,3.2671239328819546,12.0,3.36,2.6950000000000003,112.59333333333332,9.0,4.61138,4.326751111111111,205.61244444444444,False
2003-11-01,0.8434369577790635,16.0,2.88,2.66125,198.726875,1.0,4.06926,4.06926,198.167,False
2003-12-01,-0.6594807755504442,13.0,2.74,2.5938461538461537,184.0953846153846,,,,,True
2004-01-01,-0.6280579964850614,7.0,2.6,2.5700000000000003,148.15142857142857,,,,,True
2004-02-01,0.08733824733824788,16.0,2.96,2.644375,142.47625,13.0,7.07815,5.2637599999999996,194.71346153846156,False
2004-03-01,1.0203197226502307,9.0,3.36,2.792222222222222,189.7811111111111,12.0,5.59038,4.57564,204.31625,False
2004-04-01,0.5733607471424589,21.0,2.87,2.6123809523809522,174.66761904761904,11.0,5.74161,4.805348181818181,200.10945454545455,False
2004-05-01,-0.08151475314051984,23.0,3.07,2.6404347826086956,138.82304347826087,3.0,4.36007,4.2595600000000005,206.06833333333336,True
2004-06-01,-0.15187446012093306,15.0,2.84,2.6199999999999997,158.81199999999998,20.0,6.67088,5.282197,180.545415,True
2004-07-01,0.4864025937411893,31.0,3.19,2.6154838709677417,145.52774193548387,5.0,4.47523,4.236867999999999,196.7878,False
2004-08-01,-1.0839908833700092,16.0,3.0,2.633125,161.72375,24.0,4.93846,4.411785416666667,167.80538333333334,True
2004-09-01,-0.006528165086447199,16.0,2.97,2.640625,125.865625,13.0,5.57548,4.7106,202.7246923076923,True
2004-10-01,0.12938840902758414,16.0,2.97,2.66875,194.686875,3.0,4.69355,4.448336666666667,201.48766666666666,False
