,ecan_storm_hours,ecan_storm_hours,ecan_storm_hours,ecan_storm_hours,ecan_max_Hs,ecan_max_Hs,ecan_max_Hs,ecan_max_Hs,ecan_mean_Hs,ecan_mean_Hs,ecan_mean_Hs,ecan_mean_Hs,ecan_mean_dir,ecan_mean_dir,ecan_mean_dir,ecan_mean_dir,mean_shoreline_change,mean_shoreline_change,mean_shoreline_change,mean_shoreline_change
,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std
storm_type,,,,,,,,,,,,,,,,,,,,
0,96,22.635416666666668,22.0,12.381752100882947,96,2.883125,2.8449999999999998,0.18309797492340718,96,2.6104753355199013,2.6019615384615387,0.040395419171117705,96,115.26982114510713,117.72940476190476,18.27221859461108,96,0.18709591586079477,0.2168796988519543,1.2294666091411544
1,184,25.95108695652174,23.5,13.717397469913474,184,2.9006521739130435,2.86,0.17078925976793408,184,2.609856688212978,2.6080872622001654,0.029011796363271974,184,167.32589926266547,165.82575757575756,18.354050649696894,197,-0.028979742248346915,-0.0669908052382281,1.333796612433274
2,20,11.4,9.0,6.885530213120081,20,3.59,3.42,0.5358416891111344,20,2.8567576138019684,2.824930555555556,0.16338722745439224,20,172.64361252103632,179.43531746031746,22.06715913087615,20,0.40374646415983084,0.4936837454245996,2.4439288627287876
