month,mean_shoreline_change,ecan_storm_hours,ecan_max_Hs,ecan_mean_Hs,ecan_mean_dir,model_storm_hours,model_max_Hs,model_mean_Hs,model_mean_dir,erosion_month,storm_type,whacs_max_peak_Hs,whacs_mean_peak_Hs,whacs_mean_dir,whacs_storm_hours,whacs_storm_count
2011-01-10,-0.9221324324324324,31.0,3.33,2.622903225806452,113.1,9.0,4.89844,4.533315555555556,121.67924444444444,True,0,4.96,1.7482037078235075,141.61419818316648,106761.0,1786344.0
2011-01-11,0.4905276816608999,23.0,2.91,2.590434782608696,146.5304347826087,12.0,6.64762,5.062920833333333,202.443,False,1,7.684,1.8624923951891472,154.0509994671903,139680.0,1728715.0
2011-01-12,1.3437253731343286,21.0,2.8,2.587142857142857,77.38095238095238,,,,,False,0,4.322,1.5657052210789766,121.30696642102336,80293.0,1786344.0
2012-01-01,-0.4784372367312555,30.0,2.89,2.5863333333333336,166.83666666666667,4.0,4.52528,4.3059925,203.60925,True,1,5.156,1.8037000857434184,159.56100783277714,143319.0,1786339.0
2012-01-02,0.2451756051257706,20.0,2.74,2.584,113.445,1.0,4.27357,4.27357,203.749,False,0,5.68,1.634546725128815,147.95087160622276,44828.0,1671091.0
2012-01-03,5.756565333333334,22.0,3.84,2.641363636363636,133.95000000000002,8.0,4.40233,4.179565,196.062125,False,2,5.794,1.841704903596589,152.1826904894327,123668.0,1786344.0
2012-01-04,-1.7795782881002096,29.0,2.96,2.6448275862068966,110.8,5.0,4.73573,4.329896,207.41620000000003,True,0,5.882,1.6060755536132283,133.89650177503458,61256.0,1728715.0
2012-01-05,-1.511644718408517,16.0,2.71,2.56125,151.54375,13.0,5.92312,5.091356923076924,202.6982307692308,True,1,6.958,2.0673607258106568,152.5571461180601,215353.0,1786339.0
2012-01-06,-1.9208241599073,33.0,2.76,2.5733333333333333,157.4727272727273,54.0,8.01007,5.303853888888889,193.85364814814812,True,1,9.596,2.519919037356322,166.32227586206898,342908.0,1728715.0
2012-01-07,-2.710585260115608,28.0,2.72,2.574642857142857,136.2,3.0,4.25522,4.13266,64.91916666666667,True,0,4.93,1.8388142427595635,125.23633873481376,109409.0,1786339.0
2012-01-08,0.3626140012845222,15.0,2.83,2.6253333333333333,99.00666666666666,5.0,4.22502,4.14165,122.86032,False,0,4.966,1.7450772154245455,113.36062453652208,117572.0,1786339.0
2012-01-09,0.0028185328185323,15.0,2.81,2.6013333333333333,169.41333333333333,10.0,4.89788,4.637086999999999,202.7435,False,1,6.464,1.7642261651470614,137.73319524182975,124025.0,1728715.0
2012-01-10,2.6480903790087456,18.0,3.25,2.655555555555555,168.23333333333332,13.0,4.79914,4.4735123076923085,198.92746153846156,False,1,6.62,2.0628922622358177,177.5520278318502,248560.0,1786339.0
2012-01-11,-1.239863318499682,21.0,2.77,2.612380952380952,184.5095238095238,1.0,4.10688,4.10688,198.106,True,1,5.234,1.6373725465310498,163.6739730242638,117879.0,1728715.0
2012-01-12,4.293584758942457,2.0,2.58,2.55,130.9,1.0,4.12644,4.12644,190.059,False,0,4.43,1.4198673912413748,130.8686283870295,34350.0,1786339.0
2013-01-01,2.484168666438121,16.0,2.82,2.615,136.2375,,,,,False,0,5.314,1.57472259094638,114.66865437826463,82414.0,1786339.0
2013-01-02,-1.2989887640449411,17.0,2.86,2.6088235294117648,172.64705882352942,4.0,4.45501,4.40234,203.47775,True,1,4.708,1.5946656429597703,145.08686691810345,69869.0,1613472.0
2013-01-04,-0.0140926846590905,14.0,2.93,2.621428571428571,131.47857142857143,1.0,4.13265,4.13265,99.3552,True,0,4.042,1.632482962164751,154.80206920498085,81921.0,1728720.0
2013-01-05,-0.7418775966762543,24.0,2.79,2.57125,165.03333333333333,13.0,5.87157,4.792174615384615,189.8865384615385,True,1,6.122,2.041031734481528,169.47860425289326,196298.0,1786339.0
2013-01-06,0.3133648419864555,27.0,2.72,2.5681481481481483,103.84814814814816,28.0,6.67994,5.188677857142857,147.24636428571426,False,0,9.014,2.4276080435823753,140.01478316570882,313670.0,1728720.0
2013-01-07,-0.6464011220196354,21.0,3.0,2.625238095238095,190.34761904761905,8.0,5.19218,4.6667075,185.7155,True,1,5.89,1.812322547752988,163.57136060530567,144675.0,1786339.0
2013-01-08,-1.048251231527093,35.0,2.88,2.596,111.71142857142856,,,,,True,0,4.816,1.807899487856878,112.81351976733409,144647.0,1786344.0
2013-01-09,-0.7524993026499303,20.0,2.73,2.596,168.91500000000002,12.0,5.69163,4.631844166666666,198.00566666666668,True,1,7.536,1.894965019157088,153.8282943007663,183698.0,1728715.0
2013-01-10,0.8061373150990789,10.0,2.85,2.62,135.25,,,,,False,0,6.63,1.5431870689655174,149.85981878012606,73353.0,1786344.0
2013-01-11,0.4555249389605864,24.0,2.72,2.59125,154.67916666666667,,,,,False,1,3.44,1.502984051724138,133.88403400383143,21877.0,1728715.0
2013-01-12,1.383663101604278,12.0,2.95,2.645,159.375,,,,,False,1,5.49,1.5171364892501462,132.14825238837358,50883.0,1786339.0
2014-01-01,0.5980673934588701,22.0,2.94,2.583181818181818,166.61818181818182,16.0,6.8356,5.321725,200.963375,False,1,7.446,1.9888419778062816,153.3110359115542,195358.0,1786339.0
2014-01-02,0.1930427465499825,11.0,3.13,2.645454545454545,150.07272727272726,,,,,False,1,4.554,1.5327620584594268,131.1793666574729,50358.0,1613467.0
2014-01-03,1.018085284280937,22.0,2.88,2.5904545454545453,103.57727272727271,21.0,8.51956,5.842019523809524,168.78316666666666,False,0,8.39,1.9798452586206896,147.10699260752688,167455.0,1786339.0
2014-01-04,0.5614649147330162,35.0,3.01,2.6117142857142857,120.52285714285716,14.0,6.10129,5.05676,110.33442857142856,False,0,5.336,1.9999234215681108,131.86364913146136,179802.0,1728715.0
2014-01-05,-0.8585901365282808,21.0,2.75,2.6133333333333333,140.51904761904763,12.0,5.65691,4.820367500000001,176.45054166666668,True,1,7.082,1.865597863366704,159.86252746106783,178651.0,1786339.0
2014-01-06,-0.5835810306198657,31.0,2.81,2.595806451612903,159.58387096774194,12.0,5.6719,4.869761666666666,187.14754166666668,True,1,7.094,1.843190884077788,132.4291550027658,130546.0,1728715.0
2014-01-07,-1.2005942492012778,46.0,3.89,2.6371739130434784,131.02391304347827,24.0,5.75022,4.551250416666666,170.92197083333335,True,0,5.936,2.323792327122729,150.43669459121247,311645.0,1786344.0
2014-01-08,0.2943818181818183,21.0,3.52,2.6419047619047618,183.1904761904762,23.0,8.71274,5.63212,202.54217391304348,False,1,9.232,2.0662117921057663,173.77224226132196,216997.0,1786339.0
2014-01-09,-0.5634397657557163,20.0,3.06,2.6425,153.245,6.0,6.31625,5.525823333333332,200.552,True,1,7.096,1.8222588529693489,138.2970004789272,140217.0,1728720.0
2014-01-10,-0.8043767398700897,27.0,2.74,2.578148148148148,185.3,13.0,5.13255,4.505225384615384,204.5298461538461,True,1,7.092,1.851338881968866,163.4937099885868,177675.0,1786339.0
2014-01-11,0.8363859453430005,11.0,2.81,2.609090909090909,185.47272727272727,5.0,4.47858,4.302874,202.8086,False,1,5.076,1.6523885201149424,172.7084096024904,91930.0,1728720.0
2014-01-12,0.7201623169955438,15.0,2.73,2.5813333333333333,157.9,,,,,False,1,4.908,1.567213088616982,130.54344120782352,74541.0,1786339.0
2015-01-01,1.522319649864172,16.0,2.78,2.5675,69.8,,,,,False,0,4.446,1.42017748424175,126.71750614108268,17635.0,1786344.0
2015-01-02,0.5879322364751807,20.0,2.79,2.576,199.71,11.0,5.04414,4.543825454545455,202.39118181818185,False,1,5.72,1.775303075358009,158.48709088553326,137621.0,1613467.0
2015-01-03,-0.482624029699629,12.0,2.83,2.61,117.64166666666668,19.0,5.35376,4.692521578947368,137.9217210526316,True,0,5.97,1.7541831664812757,135.8032145671116,140032.0,1786344.0
2015-01-04,0.8756716110424398,23.0,2.87,2.625652173913044,104.27826086956522,32.0,8.29688,5.806454375,194.18684375,False,0,8.882,2.1916103927825237,156.95796658265436,214421.0,1728715.0
2015-01-05,-1.145879319955407,38.0,3.07,2.6115789473684208,177.86315789473684,39.0,8.13159,5.8091566666666665,194.42453846153845,True,1,8.422,2.3074056289395624,155.5963313403782,274244.0,1786339.0
2015-01-06,-1.2788395616746278,32.0,2.95,2.6121875,174.915625,34.0,7.28717,4.884660588235295,201.9605588235294,True,1,7.79,2.4882035512452108,169.78953603927204,371788.0,1728720.0
2015-01-07,-1.9228810461192336,23.0,2.94,2.6247826086956523,123.91304347826087,28.0,6.91288,5.060347857142857,199.0170357142857,True,0,7.54,2.204333485895705,153.59803623259776,260584.0,1786334.0
2015-01-08,-0.6063327948303723,54.0,2.83,2.585555555555556,149.63518518518518,5.0,4.15794,4.072564,113.67882,True,1,5.13,1.9936273314523747,139.85423117254803,207261.0,1786339.0
2015-01-09,-2.345641330166271,28.0,3.16,2.632142857142857,152.38214285714284,19.0,7.18124,5.301466315789473,186.72626315789475,True,1,6.614,2.1799119899425285,163.97353556034483,231563.0,1728715.0
2015-01-10,-0.246585399832822,63.0,3.05,2.6077777777777778,195.9714285714286,6.0,6.89395,5.166458333333334,209.07216666666667,True,1,8.138,2.063658354527916,189.5260622106867,221109.0,1786339.0
2015-01-11,1.4784442649434566,19.0,2.88,2.6321052631578947,172.18421052631578,5.0,5.13546,4.866524,201.3708,False,1,5.95,1.7740733309386971,155.80444121168583,121252.0,1728715.0
2015-01-12,1.5820666273584902,29.0,2.88,2.597931034482759,143.59310344827583,2.0,4.41872,4.40312,201.6135,False,1,5.042,1.6499767588987764,150.0339901974416,64974.0,1786339.0
2016-01-01,0.1098571028299247,37.0,2.87,2.596216216216216,160.82702702702704,8.0,6.15918,4.81714,204.117625,False,1,6.842,1.7151156817760476,141.1637960001854,78657.0,1786344.0
2016-01-02,0.7017112676056333,4.0,2.75,2.6425,122.45,3.0,4.31822,4.255916666666667,45.7828,False,0,5.086,1.558825549940547,146.05087965715418,69279.0,1671091.0
2016-01-03,1.510292713967547,28.0,3.21,2.6225,143.04285714285714,9.0,6.39859,4.892147777777778,138.35219999999998,False,1,7.536,1.8746781122543568,144.84719642195031,158645.0,1786344.0
2016-01-04,1.6160309278350518,11.0,2.69,2.5545454545454547,197.5,4.0,5.45437,4.7924050000000005,201.10475,False,1,6.576,1.606884466501835,164.5002646088638,60045.0,1728715.0
2016-01-05,-0.3164349400947338,21.0,2.86,2.5985714285714288,159.93809523809523,17.0,5.43137,4.705455294117647,202.86417647058823,True,1,6.836,1.8129301770485724,153.53709654245458,167211.0,1786344.0
2016-01-06,-1.089077439194856,36.0,2.85,2.594444444444444,187.16944444444445,,,,,True,1,4.934,1.7554704800538314,161.8902692535183,126352.0,1728715.0
2016-01-07,-0.6364056840345502,59.0,3.06,2.603728813559322,158.26779661016948,20.0,5.53182,4.6311695,167.680605,True,1,7.806,2.1364473071931775,160.814898382462,248469.0,1786344.0
2016-01-08,-0.1046365669555492,65.0,3.03,2.632307692307692,120.60307692307693,3.0,4.52966,4.317013333333333,195.25633333333332,True,0,5.242,1.7677315443084909,130.26211311179088,104632.0,1786339.0
2016-01-09,0.0637364168292002,37.0,3.04,2.603783783783784,161.1216216216216,11.0,7.23255,5.935892727272727,188.1430909090909,False,1,7.142,1.8479713338122603,144.68996072796935,133592.0,1728720.0
2016-01-10,0.2860030649205909,13.0,2.88,2.600769230769231,185.83076923076925,,,,,False,1,5.52,1.382556889599555,143.0833329857249,29239.0,1786339.0
2016-01-11,-0.2978107714701603,18.0,2.76,2.582777777777778,183.07777777777775,4.0,4.23056,4.10508,173.56324999999998,True,1,5.872,1.599470669723837,149.57020109076322,100517.0,1728715.0
2016-01-12,-0.2797414034106791,24.0,2.88,2.6533333333333333,122.2,3.0,4.48702,4.294906666666667,202.45166666666668,True,0,4.868,1.6784128708569177,148.8759615774563,108941.0,1786339.0
2017-01-01,1.0884424630816378,24.0,3.88,2.6629166666666664,147.04583333333332,26.0,5.85015,5.002788076923077,163.84070384615384,False,2,7.288,1.9455115076445335,156.2241955424751,174508.0,1786339.0
2017-01-02,1.0585368217054263,28.0,2.73,2.569642857142857,80.10714285714286,,,,,False,0,3.738,1.4307946069376027,132.4579197454844,6252.0,1613467.0
2017-01-03,0.2174647035094794,40.0,2.82,2.59675,177.64249999999998,,,,,False,1,4.678,1.7738597376714869,169.5823292083797,122482.0,1786339.0
2017-01-04,-1.8717716754948424,49.0,3.0,2.603673469387755,139.04897959183674,21.0,5.88992,4.844917619047619,143.67480952380953,True,1,7.072,2.0007516355363983,140.86089942528736,164583.0,1728715.0
2017-01-05,-0.3149703459637556,22.0,2.71,2.5945454545454543,181.24545454545452,21.0,7.80872,5.613665714285714,200.6527619047619,True,1,7.982,1.8874359950639312,166.72829931578676,142946.0,1786339.0
2017-01-06,0.6456464788732391,31.0,3.16,2.6248387096774195,121.54193548387096,9.0,8.45591,6.450096666666667,201.32466666666667,False,0,10.798,1.883049061537651,157.90134040392914,124195.0,1728715.0
2017-01-07,-0.7842335766423356,40.0,3.09,2.616,112.5625,9.0,5.3304,4.54295,176.99644444444445,True,0,6.51,1.8911458585109528,140.84584982069094,171270.0,1786339.0
2017-01-08,-0.0609478672985784,22.0,2.75,2.5904545454545453,129.4,1.0,4.29092,4.29092,136.595,True,0,4.652,1.5699504681127177,124.43482839729327,73836.0,1786344.0
2017-01-09,-0.2591891891891887,30.0,2.72,2.57,114.89333333333336,8.0,4.72911,4.46114,181.660875,True,0,5.968,1.757210034973701,127.51539872533372,114137.0,1728715.0
2017-01-10,1.5240482914430944,19.0,2.72,2.58578947368421,175.89473684210526,1.0,4.03883,4.03883,203.579,False,1,5.054,1.6715931150352243,157.45466409436412,105044.0,1786344.0
2017-01-11,0.3556354515050171,17.0,2.94,2.631176470588235,174.05882352941177,,,,,False,1,6.736,1.4285746503831418,167.8013745210728,61430.0,1728715.0
2017-01-12,0.6989457494407157,15.0,2.75,2.5893333333333337,142.8733333333333,5.0,6.00554,5.309512,202.6442,False,1,7.562,1.5169355255839825,123.78548004727476,36669.0,1786344.0
2018-01-01,0.868103762135923,3.0,2.71,2.64,80.7,7.0,5.21604,4.72311,166.35302857142855,False,0,8.202,1.4641627257295475,128.10726656508717,89007.0,1786339.0
2018-01-02,-1.1238531215161651,18.0,2.83,2.5905555555555555,202.11666666666667,13.0,5.5215,4.581990769230769,133.0673,True,1,8.364,1.90274261340312,142.45369624897373,145819.0,1613472.0
2018-01-03,0.3574372469635627,51.0,2.84,2.5894117647058823,124.64509803921568,6.0,5.67479,4.605518333333333,189.6215,False,0,5.646,1.816817236320996,123.0994665356566,130798.0,1786339.0
2018-01-04,0.7943708293612962,24.0,2.9,2.5941666666666667,162.3375,22.0,5.09706,4.7201022727272735,169.51395454545454,False,1,5.716,2.0246495785440612,164.38143007662836,194998.0,1728720.0
2018-01-05,-0.9662656903765684,51.0,3.01,2.604117647058823,160.68627450980392,6.0,4.96686,4.603583333333334,197.3661666666667,True,1,6.91,2.030512817482388,167.68478343993326,204279.0,1786339.0
2018-01-06,-2.027893457943925,25.0,2.8,2.5896,166.81599999999997,15.0,4.62693,4.299146666666667,201.1627333333333,True,1,5.75,1.85093776662935,153.3863282227504,163609.0,1728715.0
2018-01-07,-0.4617631074168803,37.0,2.72,2.591351351351351,138.87567567567567,,,,,True,1,5.37,1.698855369391917,139.9049216722284,124851.0,1786339.0
2018-01-08,0.6765531914893615,35.0,2.91,2.5908571428571427,102.67714285714284,,,,,False,0,4.628,1.6193942110934731,120.16503180654207,81860.0,1786334.0
2018-01-09,0.7280629978276609,32.0,2.91,2.604375,117.3875,17.0,6.8515,5.159970588235294,201.30741176470588,False,0,7.17,1.972082483237548,142.73369695881226,190905.0,1728720.0
2018-01-10,0.1588092417061614,38.0,2.8,2.616052631578947,188.8342105263158,15.0,4.84268,4.415381999999999,194.8983333333333,False,1,6.218,1.8010355315833078,173.20017751307884,156274.0,1786334.0
2018-01-11,1.3289281150159753,22.0,2.77,2.5495454545454543,117.0090909090909,,,,,False,0,5.588,1.5922512835249043,139.44771443965516,58229.0,1728715.0
2018-01-12,1.1363222102619297,26.0,2.82,2.601923076923077,84.91538461538462,7.0,5.1006,4.67514,197.9842857142857,False,0,6.416,1.4983551561920652,138.3151076427512,57612.0,1786344.0
2019-01-01,0.2065806542583189,17.0,2.81,2.635294117647059,181.2470588235294,3.0,4.13458,4.105153333333333,203.53133333333332,False,1,5.106,1.596135829948959,154.46734257590944,82368.0,1786339.0
2019-01-02,0.1122535804549288,25.0,3.02,2.6476,143.88,3.0,4.46749,4.285329999999999,207.265,False,1,5.26,1.7758980936986863,142.68185036945812,87445.0,1613472.0
2019-01-03,0.3418247391037442,7.0,2.84,2.62,184.7142857142857,2.0,4.46584,4.33821,49.52325,False,1,4.688,1.490846144130887,137.36580625351232,34561.0,1786339.0
2019-01-04,-0.1719700460829493,1.0,2.62,2.62,234.9,2.0,5.49124,5.119705,205.1915,True,1,5.57,1.776505775862069,153.23513026819924,133996.0,1728720.0
2019-01-05,-0.0714890219560874,28.0,2.89,2.626785714285714,171.45714285714286,20.0,6.43651,5.026722,202.49775,True,1,7.512,1.9420972168149797,154.2444232017056,195330.0,1786339.0
2019-01-06,-1.1274087912087911,31.0,3.08,2.597741935483871,172.4322580645161,19.0,6.94119,4.841362631578948,197.6633157894737,True,1,6.97,2.0679788457854404,170.99655136494252,227251.0,1728720.0
2019-01-07,0.2153117945823925,49.0,3.02,2.625714285714285,111.9061224489796,21.0,6.18492,4.879555714285714,197.32066666666668,False,0,7.914,2.1294423850574713,129.12803589636633,228374.0,1786339.0
2019-01-08,-0.9465683796686324,37.0,2.8,2.588108108108108,158.55405405405406,15.0,6.03116,4.833834,202.33826666666667,True,1,8.632,1.9832768701334815,165.77660421301445,206051.0,1786344.0
2019-01-09,-1.548721897135818,67.0,3.0,2.622835820895522,176.8671641791045,5.0,4.59816,4.42217,180.6266,True,1,6.742,1.9513922736606424,171.18301606211722,174514.0,1728715.0
2019-01-10,0.8700947867298583,27.0,3.08,2.6133333333333333,167.85925925925926,8.0,5.32025,4.51455375,204.268125,False,1,5.982,1.7265486489618096,159.51407339173156,117171.0,1786344.0
2019-01-11,0.2279885538805136,10.0,2.75,2.602,80.67,,,,,False,0,4.556,1.4644122892720308,125.50816283524904,63068.0,1728715.0
2019-01-12,0.6709541446208117,18.0,2.74,2.5844444444444443,146.35555555555555,6.0,4.38231,4.288728333333333,195.4448333333333,False,1,5.46,1.6790890102950633,114.40340762541496,109007.0,1786339.0
2020-01-01,-0.2202272043334334,13.0,2.91,2.626153846153846,114.1153846153846,,,,,True,0,7.434,1.5224699388209122,139.18006477104188,76262.0,1786339.0
2020-01-02,-0.0816995544239343,35.0,2.8,2.596857142857143,113.19714285714286,,,,,True,0,5.982,1.9067853611046428,139.3446794227082,149194.0,1671091.0
2020-01-03,0.2184476031215161,37.0,2.86,2.5854054054054054,114.45945945945944,,,,,False,0,6.63,1.963727092602892,144.33255828235076,152017.0,1786339.0
2020-01-04,-2.0376522170747844,32.0,2.73,2.5853125,129.646875,,,,,True,0,9.95,1.768807694011578,139.02816839181267,112374.0,1728715.0
2020-01-05,-1.0098453608247426,54.0,2.76,2.559074074074074,133.4111111111111,,,,,True,0,5.666,1.779032043891615,134.91713939759106,100931.0,1786339.0
2020-01-06,-1.033760100306493,75.0,3.04,2.598,148.32399999999998,,,,,True,1,4.812,2.037050003771565,150.95808438009237,205035.0,1728715.0
2020-01-07,-0.773824921135646,37.0,2.77,2.598918918918919,131.75135135135136,,,,,True,0,6.584,2.0131289326103077,152.9379683444568,211043.0,1786344.0
2020-01-08,-0.263375592086932,50.0,2.87,2.5946,128.968,,,,,True,0,4.726,1.9767489571746384,144.48309939284388,167289.0,1786339.0
2020-01-09,0.3970314985682465,22.0,2.68,2.561818181818182,194.2136363636364,,,,,False,1,6.83,1.8304625886015329,176.06800107758622,153960.0,1728720.0
2020-01-10,0.3865408191696854,24.0,2.84,2.5825,174.1208333333333,,,,,False,1,4.282,1.5738326769304212,156.26498412003193,56890.0,1786339.0
2020-01-11,1.6530122448979594,16.0,2.8,2.569375,143.71875,,,,,False,1,7.48,1.6134711733716476,155.2452047413793,75562.0,1728720.0
2020-01-12,0.6440178856595337,23.0,2.81,2.6117391304347826,149.8913043478261,,,,,False,1,6.044,1.6605827110140376,147.839397243449,85522.0,1786339.0
2021-01-01,1.2695735785953175,25.0,2.73,2.5764,166.648,,,,,False,1,7.204,1.665084315906563,153.09574863274008,111204.0,1786344.0
2021-01-02,0.7722377985462092,30.0,2.85,2.577,129.90333333333334,,,,,False,0,4.394,1.5542213182471265,131.61865853345648,36766.0,1613467.0
2021-01-03,-0.0918589743589742,51.0,3.01,2.599411764705882,136.60980392156864,,,,,True,1,4.75,1.7395176886355208,133.4764022525028,99928.0,1786344.0
2021-01-04,1.974694559338212,26.0,2.81,2.5757692307692306,180.05,,,,,False,1,5.256,1.6930997150383142,164.52903448275862,93610.0,1728715.0
2021-01-05,-1.5352566964285714,5.0,2.72,2.586,191.06,,,,,True,1,6.184,1.9027940164651491,151.99903225245788,163818.0,1786339.0
2021-01-06,-1.4268944099378875,34.0,2.82,2.5935294117647056,159.955,,,,,True,1,8.808,2.0012665379945833,151.42608926266587,154510.0,1728715.0
2021-01-07,-0.1210897231944009,22.0,2.79,2.606818181818182,133.6472727272727,,,,,True,0,6.816,2.101060068247522,125.6714690597716,220691.0,1786339.0
2021-01-08,0.9029618278071884,40.0,3.07,2.631,147.951,,,,,False,1,5.244,1.8432050426399704,151.7333357665925,150071.0,1786339.0
2021-01-09,0.5618403455001395,,,,,,,,,False,1,6.95,1.7171708475266256,154.21672232233192,118311.0,1728715.0
2021-01-10,1.2642713347921226,37.0,3.33,2.6064864864864865,147.23756756756757,,,,,False,1,7.356,1.872333405172414,144.634235840749,171707.0,1786339.0
2021-01-11,-0.6896321746160057,7.0,2.74,2.621428571428571,183.07,,,,,True,1,4.632,1.3956412807007672,141.7921586352474,30358.0,1728710.0
2021-01-12,1.253627341347497,12.0,2.68,2.584166666666667,160.7525,,,,,False,1,4.19,1.5271579926770484,145.78276684742306,44516.0,1786344.0
2022-01-01,0.8954022015241324,21.0,2.85,2.6142857142857143,174.14333333333337,,,,,False,1,4.536,1.646393858881737,155.1056047553112,98405.0,1786339.0
2022-01-02,0.2927427511800407,16.0,2.79,2.6075,159.14375,,,,,False,1,5.036,1.5700735837438424,143.91631811884236,48664.0,1613472.0
2022-01-03,-0.4758716012084596,24.0,3.13,2.61,153.26375,,,,,True,1,4.088,1.8168151604511984,132.86846605294107,122227.0,1786339.0
2022-01-04,-0.8284560229445503,37.0,2.92,2.592972972972973,178.39594594594593,,,,,True,1,6.082,2.214982799329502,167.7466433189655,261704.0,1728715.0
2022-01-05,-1.700420964594369,14.0,2.83,2.63,179.78785714285715,,,,,True,1,7.52,1.9475738644790508,148.50711855765664,189084.0,1786344.0
2022-01-06,-2.0449846753970458,1.0,2.61,2.61,203.9,,,,,True,1,9.732,2.0699624353448276,135.80716487068966,233094.0,1728715.0
2022-01-07,-1.29717043314501,39.0,3.17,2.586153846153846,142.9802564102564,,,,,True,1,6.324,2.258800178439006,159.35086067853172,312732.0,1786344.0
2022-01-08,-0.6914028977431051,19.0,2.74,2.573684210526316,116.70105263157896,,,,,True,0,4.7,1.7615398100888144,130.26481556367932,139514.0,1786339.0
2022-01-09,0.2537405962663696,36.0,2.86,2.596388888888889,172.54777777777778,,,,,False,1,6.318,1.9266681704980844,141.29952502394636,182179.0,1728720.0
2022-01-10,-0.0669908052382281,22.0,2.76,2.6154545454545453,170.2268181818182,,,,,True,1,6.234,2.0166079625509825,153.92123934000742,194471.0,1786339.0
2022-01-11,2.033510727222068,23.0,2.76,2.5626086956521736,99.49217391304347,,,,,False,0,5.28,1.532097344931423,126.53687522075684,65787.0,1728715.0
2022-01-12,2.4729913335197096,18.0,2.71,2.5716666666666668,153.52388888888888,,,,,False,1,4.126,1.5275837481460883,129.18754414627364,47243.0,1786339.0
2023-01-01,0.2718918918918916,23.0,2.75,2.595217391304348,126.09521739130436,,,,,False,0,4.174,1.6999550053010597,126.45755456035964,83207.0,1786339.0
2023-01-02,-0.4630551685706319,6.0,2.8,2.603333333333333,62.13999999999999,,,,,True,0,5.518,1.7920891702586208,124.5549634390394,133287.0,1613467.0
2023-01-03,0.4739453886876564,,,,,,,,,False,1,8.3,2.128453847178851,141.0157590364238,194110.0,1786339.0
2023-01-04,0.294699080523823,,,,,,,,,False,1,6.164,1.7712366211685822,132.51798072318007,127166.0,1728715.0
2023-01-05,-0.2778713198809132,22.0,2.94,2.593636363636364,98.47136363636363,,,,,True,0,5.33,1.949594586577679,118.22421417315536,200416.0,1786339.0
2023-01-06,-0.8713529073114569,27.0,2.76,2.5681481481481483,119.7562962962963,,,,,True,0,4.844,2.0305102514367817,116.94426125478928,256253.0,1728720.0
2023-01-07,-1.4357439398161045,23.0,3.07,2.6243478260869564,114.7495652173913,,,,,True,0,8.186,2.4149719225064885,156.47868430200222,354215.0,1786339.0
2023-01-08,0.162848983003622,25.0,2.96,2.6264,161.624,,,,,False,1,8.138,1.855966091954023,158.3944119623656,170754.0,1786344.0
2023-01-09,-0.7001901034386354,28.0,2.72,2.572142857142857,124.39857142857144,,,,,True,0,5.894,1.8597152377588468,147.84627769562798,176872.0,1728715.0
2023-01-10,0.8783793199554064,38.0,3.44,2.620263157894737,198.66263157894736,,,,,False,1,6.314,2.120018629495736,172.3117001529477,247290.0,1786344.0
2023-01-11,0.6086777880753785,13.0,3.0,2.61,201.08153846153849,,,,,False,1,4.304,1.6541782745346894,149.14666981962296,56958.0,1728715.0
2023-01-12,0.4708335708178972,19.0,3.12,2.64,138.6278947368421,,,,,False,0,6.276,1.6190728795884315,142.22305953374118,88306.0,1786344.0
2024-01-01,1.9667586399108137,19.0,2.79,2.614210526315789,145.86736842105265,,,,,False,1,,,,,
2024-01-02,0.4018166620228476,21.0,2.82,2.6009523809523807,191.6447619047619,,,,,False,1,,,,,
2024-01-03,0.7571607938436606,42.0,3.52,2.6378571428571425,167.1211904761905,,,,,False,1,,,,,
2024-01-04,0.0326630607699651,15.0,2.76,2.5926666666666667,158.03933333333333,,,,,False,1,,,,,
2024-01-05,-2.207556422401783,27.0,2.69,2.564814814814815,181.23,,,,,True,1,,,,,
2024-01-06,-1.7226065756478128,36.0,2.97,2.588055555555556,126.20555555555556,,,,,True,0,,,,,
2024-01-07,-1.9128100558659211,27.0,2.83,2.609259259259259,143.40074074074076,,,,,True,1,,,,,
2024-01-08,-1.2613983455297488,31.0,2.97,2.5867741935483872,146.99129032258062,,,,,True,1,,,,,
2024-01-09,-0.4626132047911188,22.0,2.78,2.6004545454545456,182.2722727272727,,,,,True,1,,,,,
2024-01-10,0.9957357859531772,16.0,2.76,2.581875,167.500625,,,,,False,1,,,,,
2024-01-11,2.221712807606264,29.0,3.12,2.633448275862069,156.86620689655172,,,,,False,1,,,,,
2024-01-12,2.173922077922078,27.0,3.23,2.63037037037037,153.75296296296295,,,,,False,1,,,,,
2025-01-01,1.5658281864121275,16.0,3.63,2.66,168.0325,,,,,False,2,,,,,
2025-01-02,0.1668124118476728,19.0,2.85,2.6021052631578945,82.93315789473684,,,,,False,0,,,,,
2025-01-03,1.0818699360341153,14.0,2.91,2.63,148.06857142857143,,,,,False,1,,,,,
2025-01-04,-0.0880392976588625,42.0,2.99,2.6245238095238097,146.2895238095238,,,,,True,1,,,,,
2025-01-05,-0.4318124825856787,21.0,3.16,2.623809523809524,157.71571428571428,,,,,True,1,,,,,
2025-01-06,-1.3149561737804885,38.0,3.17,2.608421052631579,153.53263157894736,,,,,True,1,,,,,
2025-01-07,-0.7110738255033553,26.0,2.82,2.593461538461538,102.2576923076923,,,,,True,0,,,,,
