month,mean_shoreline_change,ecan_storm_hours,ecan_max_Hs,ecan_mean_Hs,ecan_mean_dir,model_storm_hours,model_max_Hs,model_mean_Hs,model_mean_dir,erosion_month,storm_type,whacs_max_peak_Hs,whacs_mean_peak_Hs,whacs_mean_dir,whacs_storm_hours,whacs_storm_count
2010-01-11,-0.0395120652945354,14.0,2.89,2.6107142857142853,158.1,3.0,4.6591,4.36942,196.58900000000003,True,1,5.828,1.545454379789272,145.2061855842912,67444.0,1728720.0
2010-01-12,1.2979092558983674,22.0,2.9,2.609090909090909,140.99090909090907,5.0,4.2393,4.120334,196.0446,False,1,5.398,1.7058984612532444,141.69097492584353,119116.0,1786339.0
2011-01-01,-0.4711050982626036,49.0,2.91,2.598367346938776,147.01020408163265,4.0,4.5338,4.287365,199.323,True,1,5.3,1.903093985759558,143.66651062819005,180411.0,1786339.0
2011-01-02,0.7446989966555178,22.0,2.94,2.5945454545454543,107.22272727272728,,,,,False,0,4.43,1.62555067477422,140.8165347906404,40391.0,1613467.0
2011-01-03,0.9624052396878494,38.0,3.58,2.616052631578947,164.45000000000002,3.0,4.33372,4.257103333333333,147.65866666666668,False,1,5.474,1.8833600166853024,149.28765948078583,174026.0,1786339.0
2011-01-04,-0.4176104166666666,54.0,2.83,2.5964814814814816,138.13888888888889,28.0,6.14042,5.158911428571429,200.4600714285714,True,1,6.966,2.2331274489731165,159.7421872923394,242490.0,1728715.0
2011-01-05,-0.3530827447023213,11.0,2.72,2.6,71.82727272727273,6.0,5.30126,5.082915,205.94583333333333,True,0,6.34,1.9856361681320365,130.05626625077053,198546.0,1786339.0
2011-01-06,-0.368335347432024,39.0,2.83,2.588205128205128,157.34615384615384,10.0,6.54737,4.99667,200.5536,True,1,6.318,1.9758422916666667,147.32430795019158,198699.0,1728715.0
2011-01-07,-0.5105608793686583,46.0,2.96,2.6432608695652173,154.3565217391304,18.0,5.43572,4.830773333333333,194.05405555555555,True,1,7.812,2.246199091583241,176.44154732109752,309488.0,1786339.0
2011-01-08,-0.0981567103109653,32.0,2.91,2.6284375,178.128125,35.0,6.23964,4.971709714285714,181.6112857142857,True,1,6.456,2.115134149054505,169.4762350528365,249783.0,1786344.0
2011-01-09,-4.125006969612491,25.0,2.8,2.5971999999999995,161.584,14.0,4.99633,4.559035714285715,198.88757142857145,True,1,6.776,1.9727408449523764,158.13787498727842,209630.0,1728715.0
