datetime,Hm0,Tpeak,Dp,DirSpr,Hsig,RTpeak,Dir,FSpr
2009-08-09 15:00:00+00:00,1.5,6.25,53.5,24.5,1.87771,7.86703,71.4479,0.482338
2009-08-09 18:00:00+00:00,1.55,6.67,54.9,21.8,1.87486,7.86703,72.4605,0.512708
2009-08-09 21:00:00+00:00,1.72,6.67,46.5,27.0,1.80582,7.86703,72.1582,0.485426
2009-08-10 00:00:00+00:00,2.13,7.14,47.9,19.7,2.07261,8.7217,71.8704,0.471715
2009-08-10 03:00:00+00:00,2.12,7.14,50.7,23.8,2.36207,8.7217,72.0726,0.473777
2009-08-10 06:00:00+00:00,2.43,7.69,50.7,17.5,2.39276,8.7217,70.4291,0.461453
2009-08-10 09:00:00+00:00,2.35,8.33,54.9,26.6,2.20332,8.7217,73.2428,0.4994
2009-08-10 12:00:00+00:00,2.28,7.69,54.9,18.5,2.01918,8.7217,74.4493,0.509004
2009-08-10 15:00:00+00:00,2.6,8.33,59.2,16.5,1.88793,8.7217,74.2396,0.517554
2009-08-10 18:00:00+00:00,2.91,8.33,45.1,18.5,1.78683,8.7217,71.7435,0.529914
2009-08-10 21:00:00+00:00,2.66,7.69,39.5,23.1,1.69703,8.7217,69.7473,0.507817
2009-08-11 00:00:00+00:00,2.69,7.69,52.1,18.8,1.61514,8.7217,69.7621,0.500849
2009-08-11 03:00:00+00:00,2.55,8.33,62.0,28.2,1.53771,8.7217,68.3807,0.502965
2009-08-11 06:00:00+00:00,2.32,8.33,53.5,23.1,1.48286,8.7217,67.8807,0.50312
2009-08-11 09:00:00+00:00,2.25,7.69,45.1,23.6,1.37488,7.86703,67.6845,0.488364
2009-08-11 12:00:00+00:00,2.01,7.69,59.2,22.7,1.28836,7.86703,68.7574,0.482821
2009-08-11 15:00:00+00:00,1.88,7.14,50.7,21.4,1.25969,7.86703,69.1125,0.495824
2009-08-11 18:00:00+00:00,1.63,9.09,84.5,35.9,1.19386,7.86703,68.9187,0.496032
2009-08-11 21:00:00+00:00,1.71,8.33,53.5,23.1,1.14099,7.86703,67.7198,0.507156
2009-08-12 00:00:00+00:00,1.57,7.14,52.1,27.8,1.10517,7.86703,63.9406,0.511882
2009-08-12 03:00:00+00:00,1.52,10.0,111.2,46.0,1.00761,7.86703,63.3739,0.473037
2009-08-12 06:00:00+00:00,1.35,9.09,87.3,44.5,0.904038,7.86703,66.8653,0.425797
2009-08-12 09:00:00+00:00,1.27,10.0,112.6,58.6,0.842366,7.09611,69.463,0.412505
2009-08-12 12:00:00+00:00,1.2,10.0,122.4,63.0,0.819193,7.09611,68.872,0.382733
2009-08-12 15:00:00+00:00,1.21,10.0,123.8,58.4,0.802108,7.09611,68.5049,0.323596
2009-08-12 18:00:00+00:00,1.21,7.69,70.4,44.7,0.78521,6.40073,73.3738,0.269495
2009-08-12 21:00:00+00:00,1.16,7.69,60.6,47.8,0.774277,6.40073,86.854,0.215543
2009-08-13 00:00:00+00:00,1.18,9.09,88.7,59.3,0.779172,11.8843,103.013,0.180224
2009-08-13 03:00:00+00:00,1.1,11.11,192.8,27.1,0.862851,11.8843,112.888,0.174187
2009-08-13 06:00:00+00:00,1.09,10.53,195.6,34.4,0.933918,11.8843,121.712,0.218138
2009-08-13 09:00:00+00:00,1.04,6.67,71.8,48.9,0.984937,10.7197,130.189,0.287548
2009-08-13 12:00:00+00:00,1.01,15.38,198.4,32.6,1.07841,14.6068,132.894,0.349291
2009-08-13 15:00:00+00:00,1.12,14.29,195.6,22.4,1.17534,14.6068,133.209,0.350057
2009-08-13 18:00:00+00:00,1.34,14.29,197.0,13.1,1.27767,14.6068,135.956,0.373336
2009-08-13 21:00:00+00:00,1.25,14.29,199.8,19.0,1.38748,13.1754,136.522,0.422392
2009-08-14 00:00:00+00:00,1.47,12.5,188.5,19.8,1.43759,13.1754,138.184,0.363503
2009-08-14 03:00:00+00:00,1.81,12.5,189.9,19.0,1.48949,11.8843,135.462,0.420936
2009-08-14 06:00:00+00:00,2.02,10.53,188.5,22.9,1.52551,11.8843,130.116,0.462176
2009-08-14 09:00:00+00:00,2.13,11.11,191.3,27.9,1.48007,11.8843,128.506,0.416554
2009-08-14 12:00:00+00:00,2.24,13.33,187.1,23.3,1.52068,11.8843,115.512,0.279217
2009-08-14 15:00:00+00:00,2.13,11.11,187.1,31.9,1.53223,11.8843,109.503,0.269328
2009-08-14 18:00:00+00:00,2.27,14.29,163.2,27.3,1.48027,10.7197,110.858,0.291546
2009-08-14 21:00:00+00:00,2.39,12.5,170.3,32.3,1.49058,10.7197,107.719,0.298238
2009-08-15 00:00:00+00:00,1.97,13.33,171.7,47.7,1.58787,10.7197,99.2963,0.296104
2009-08-15 03:00:00+00:00,2.0,13.33,168.8,42.2,1.76665,8.7217,87.5927,0.369477
2009-08-15 06:00:00+00:00,1.96,11.76,181.5,35.0,2.70358,7.86703,69.8142,0.404455
2009-08-15 09:00:00+00:00,1.76,11.76,129.5,59.4,2.81527,8.7217,70.6184,0.473699
2009-08-15 12:00:00+00:00,2.11,11.76,168.8,43.1,2.55448,8.7217,73.816,0.484534
2009-08-15 15:00:00+00:00,2.01,11.11,167.4,41.7,2.30273,9.66923,75.1986,0.491855
2009-08-15 18:00:00+00:00,2.06,10.0,177.3,44.9,2.0941,8.7217,75.4375,0.48649
2009-08-15 21:00:00+00:00,2.44,8.33,67.6,36.3,1.96161,8.7217,75.4704,0.465649
